         836
x,y,i,j
      13500.000,      -4795.000,  412,  557
      13500.000,      -4785.000,  412,  558
      13500.000,      -4775.000,  412,  559
      13500.000,      -4765.000,  412,  560
      13500.000,      -4755.000,  412,  561
      13500.000,      -4745.000,  412,  562
      13510.000,      -4735.000,  413,  563
      13510.000,      -4725.000,  413,  564
      13510.000,      -4715.000,  413,  565
      13510.000,      -4705.000,  413,  566
      13510.000,      -4695.000,  413,  567
      13510.000,      -4685.000,  413,  568
      13520.000,      -4675.000,  414,  569
      13520.000,      -4665.000,  414,  570
      13520.000,      -4655.000,  414,  571
      13520.000,      -4645.000,  414,  572
      13520.000,      -4635.000,  414,  573
      13520.000,      -4625.000,  414,  574
      13530.000,      -4615.000,  415,  575
      13530.000,      -4605.000,  415,  576
      13530.000,      -4595.000,  415,  577
      13530.000,      -4585.000,  415,  578
      13530.000,      -4575.000,  415,  579
      13530.000,      -4565.000,  415,  580
      13540.000,      -4555.000,  416,  581
      13540.000,      -4545.000,  416,  582
      13540.000,      -4535.000,  416,  583
      13540.000,      -4525.000,  416,  584
      13540.000,      -4515.000,  416,  585
      13540.000,      -4505.000,  416,  586
      13550.000,      -4495.000,  417,  587
      13550.000,      -4485.000,  417,  588
      13550.000,      -4475.000,  417,  589
      13550.000,      -4465.000,  417,  590
      13550.000,      -4455.000,  417,  591
      13560.000,      -4445.000,  418,  592
      13560.000,      -4435.000,  418,  593
      13560.000,      -4425.000,  418,  594
      13560.000,      -4415.000,  418,  595
      13560.000,      -4405.000,  418,  596
      13560.000,      -4395.000,  418,  597
      13570.000,      -4385.000,  419,  598
      13570.000,      -4375.000,  419,  599
      13570.000,      -4365.000,  419,  600
      13570.000,      -4355.000,  419,  601
      13570.000,      -4345.000,  419,  602
      13570.000,      -4335.000,  419,  603
      13580.000,      -4325.000,  420,  604
      13580.000,      -4315.000,  420,  605
      13580.000,      -4305.000,  420,  606
      13580.000,      -4295.000,  420,  607
      13580.000,      -4285.000,  420,  608
      13580.000,      -4275.000,  420,  609
      13590.000,      -4265.000,  421,  610
      13590.000,      -4255.000,  421,  611
      13590.000,      -4245.000,  421,  612
      13590.000,      -4235.000,  421,  613
      13590.000,      -4225.000,  421,  614
      13590.000,      -4215.000,  421,  615
      13600.000,      -4205.000,  422,  616
      13600.000,      -4195.000,  422,  617
      13600.000,      -4185.000,  422,  618
      13600.000,      -4175.000,  422,  619
      13600.000,      -4165.000,  422,  620
      13600.000,      -4155.000,  422,  621
      13610.000,      -4145.000,  423,  622
      13610.000,      -4135.000,  423,  623
      13610.000,      -4125.000,  423,  624
      13610.000,      -4115.000,  423,  625
      13610.000,      -4105.000,  423,  626
      13620.000,      -4095.000,  424,  627
      13620.000,      -4085.000,  424,  628
      13620.000,      -4075.000,  424,  629
      13620.000,      -4065.000,  424,  630
      13620.000,      -4055.000,  424,  631
      13620.000,      -4045.000,  424,  632
      13620.000,      -4035.000,  424,  633
      13620.000,      -4025.000,  424,  634
      13620.000,      -4015.000,  424,  635
      13620.000,      -4005.000,  424,  636
      13610.000,      -3995.000,  423,  637
      13610.000,      -3985.000,  423,  638
      13610.000,      -3975.000,  423,  639
      13610.000,      -3965.000,  423,  640
      13610.000,      -3955.000,  423,  641
      13610.000,      -3945.000,  423,  642
      13600.000,      -3935.000,  422,  643
      13600.000,      -3925.000,  422,  644
      13600.000,      -3915.000,  422,  645
      13600.000,      -3905.000,  422,  646
      13600.000,      -3895.000,  422,  647
      13600.000,      -3885.000,  422,  648
      13590.000,      -3875.000,  421,  649
      13590.000,      -3865.000,  421,  650
      13590.000,      -3855.000,  421,  651
      13590.000,      -3845.000,  421,  652
      13590.000,      -3835.000,  421,  653
      13590.000,      -3825.000,  421,  654
      13580.000,      -3815.000,  420,  655
      13580.000,      -3805.000,  420,  656
      13580.000,      -3795.000,  420,  657
      13580.000,      -3785.000,  420,  658
      13580.000,      -3775.000,  420,  659
      13580.000,      -3765.000,  420,  660
      13570.000,      -3755.000,  419,  661
      13570.000,      -3745.000,  419,  662
      13570.000,      -3735.000,  419,  663
      13570.000,      -3725.000,  419,  664
      13570.000,      -3715.000,  419,  665
      13570.000,      -3705.000,  419,  666
      13560.000,      -3695.000,  418,  667
      13560.000,      -3685.000,  418,  668
      13560.000,      -3675.000,  418,  669
      13560.000,      -3665.000,  418,  670
      13560.000,      -3655.000,  418,  671
      13550.000,      -3645.000,  417,  672
      13550.000,      -3635.000,  417,  673
      13550.000,      -3625.000,  417,  674
      13550.000,      -3615.000,  417,  675
      13550.000,      -3605.000,  417,  676
      13550.000,      -3595.000,  417,  677
      13540.000,      -3585.000,  416,  678
      13540.000,      -3575.000,  416,  679
      13540.000,      -3565.000,  416,  680
      13540.000,      -3555.000,  416,  681
      13540.000,      -3545.000,  416,  682
      13540.000,      -3535.000,  416,  683
